plot_id,land_type,year,slot,crop_id,crop_name,crop_type,area,yield_jin_per_mu,cost_yuan_per_mu,price_yuan_per_jin
B7,梯田,2030,单季,5,爬豆,粮食（豆类）,5.499999999999996,395.0,350.0,6.75
B8,梯田,2030,单季,9,高粱,粮食,44.0,600.0,400.0,6.0
B9,梯田,2030,单季,6,小麦,粮食,50.0,760.0,450.0,3.5
C1,山坡地,2030,单季,4,绿豆,粮食（豆类）,15.0,315.0,350.0,7.0
C2,山坡地,2030,单季,4,绿豆,粮食（豆类）,1.3,315.0,350.0,7.0
C3,山坡地,2030,单季,11,荞麦,粮食,15.0,100.0,350.0,40.0
C4,山坡地,2030,单季,4,绿豆,粮食（豆类）,1.8,315.0,350.0,7.0
C5,山坡地,2030,单季,4,绿豆,粮食（豆类）,27.0,315.0,350.0,7.0
C6,山坡地,2030,单季,15,大麦,粮食,20.0,475.0,350.0,3.5
D1,水浇地,2030,第一季,18,刀豆,蔬菜（豆类）,15.0,2000.0,1000.0,6.75
D1,水浇地,2030,第二季,37,红萝卜,蔬菜,12.0,3000.0,500.0,3.25
D2,水浇地,2030,第一季,21,西红柿,蔬菜,8.90909090909091,2400.0,2000.0,6.25
D2,水浇地,2030,第一季,25,菜花,蔬菜,1.0909090909090908,3300.0,2400.0,5.5
D2,水浇地,2030,第二季,36,白萝卜,蔬菜,10.0,4000.0,500.0,2.5
D3,水浇地,2030,第一季,20,土豆,蔬菜,2.9124999999999996,2000.0,2000.0,3.75
D3,水浇地,2030,第一季,28,小青菜,蔬菜,11.0875,3200.0,1600.0,5.75
D3,水浇地,2030,第二季,35,大白菜,蔬菜,14.0,5000.0,2000.0,2.5
D4,水浇地,2030,第一季,21,西红柿,蔬菜,0.6000000000000001,2400.0,2000.0,6.25
D4,水浇地,2030,第一季,22,茄子,蔬菜,2.8431818181818183,6400.0,2000.0,5.5
D4,水浇地,2030,第一季,24,青椒,蔬菜,0.7748591718103923,2400.0,1600.0,5.25
D4,水浇地,2030,第一季,26,包菜,蔬菜,0.6843980343980336,3700.0,2900.0,6.5
D4,水浇地,2030,第一季,27,油麦菜,蔬菜,1.0975609756097562,4100.0,1600.0,5.0
D5,水浇地,2030,第二季,36,白萝卜,蔬菜,10.0,4000.0,500.0,2.5
D6,水浇地,2030,单季,16,水稻,粮食,12.0,500.0,680.0,7.0
D7,水浇地,2030,单季,16,水稻,粮食,22.0,500.0,680.0,7.0
D8,水浇地,2030,第一季,17,豇豆,蔬菜（豆类）,11.440000000000001,3000.0,2000.0,8.0
D8,水浇地,2030,第一季,20,土豆,蔬菜,8.559999999999999,2000.0,2000.0,3.75
D8,水浇地,2030,第二季,35,大白菜,蔬菜,16.0,5000.0,2000.0,2.5
E1,普通大棚,2030,第一季,21,西红柿,蔬菜,0.6,3000.0,2400.0,6.25
E1,普通大棚,2030,第二季,40,白灵菇,食用菌,0.6,10000.0,10000.0,16.0
E10,普通大棚,2030,第一季,33,黄心菜,蔬菜,0.3,6000.0,2500.0,4.5
E10,普通大棚,2030,第二季,41,羊肚菌,食用菌,0.6,1000.0,10000.0,100.0
E11,普通大棚,2030,第一季,22,茄子,蔬菜,0.6,8000.0,2400.0,5.5
E11,普通大棚,2030,第二季,41,羊肚菌,食用菌,0.6,1000.0,10000.0,100.0
E12,普通大棚,2030,第一季,21,西红柿,蔬菜,0.6,3000.0,2400.0,6.25
E12,普通大棚,2030,第二季,39,香菇,食用菌,0.6,4000.0,2000.0,19.0
E13,普通大棚,2030,第一季,30,生菜,蔬菜,0.57,5000.0,2000.0,5.25
E13,普通大棚,2030,第二季,39,香菇,食用菌,0.6,4000.0,2000.0,19.0
E14,普通大棚,2030,第一季,21,西红柿,蔬菜,0.6,3000.0,2400.0,6.25
E14,普通大棚,2030,第二季,41,羊肚菌,食用菌,0.6,1000.0,10000.0,100.0
E15,普通大棚,2030,第一季,22,茄子,蔬菜,0.6,8000.0,2400.0,5.5
E15,普通大棚,2030,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,57.5
E16,普通大棚,2030,第一季,31,辣椒,蔬菜,0.6,2000.0,1200.0,7.25
E16,普通大棚,2030,第二季,41,羊肚菌,食用菌,0.6,1000.0,10000.0,100.0
E2,普通大棚,2030,第一季,19,芸豆,蔬菜（豆类）,0.6,3600.0,2400.0,6.5
E2,普通大棚,2030,第二季,41,羊肚菌,食用菌,0.6,1000.0,10000.0,100.0
E3,普通大棚,2030,第一季,22,茄子,蔬菜,0.6,8000.0,2400.0,5.5
E3,普通大棚,2030,第二季,40,白灵菇,食用菌,0.6,10000.0,10000.0,16.0
E4,普通大棚,2030,第一季,22,茄子,蔬菜,0.6,8000.0,2400.0,5.5
E4,普通大棚,2030,第二季,41,羊肚菌,食用菌,0.6,1000.0,10000.0,100.0
E5,普通大棚,2030,第一季,19,芸豆,蔬菜（豆类）,0.6,3600.0,2400.0,6.5
E5,普通大棚,2030,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,57.5
E6,普通大棚,2030,第一季,17,豇豆,蔬菜（豆类）,0.6,3600.0,2400.0,8.0
E6,普通大棚,2030,第二季,40,白灵菇,食用菌,0.6,10000.0,10000.0,16.0
E7,普通大棚,2030,第一季,34,芹菜,蔬菜,0.2727272727272727,6600.0,1100.0,4.0
E7,普通大棚,2030,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,57.5
E8,普通大棚,2030,第一季,21,西红柿,蔬菜,0.6,3000.0,2400.0,6.25
E8,普通大棚,2030,第二季,41,羊肚菌,食用菌,0.6,1000.0,10000.0,100.0
E9,普通大棚,2030,第一季,21,西红柿,蔬菜,0.2627272727272721,3000.0,2400.0,6.25
E9,普通大棚,2030,第一季,26,包菜,蔬菜,0.3372727272727279,4500.0,3500.0,6.5
E9,普通大棚,2030,第二季,39,香菇,食用菌,0.6,4000.0,2000.0,19.0
F1,智慧大棚,2030,第一季,21,西红柿,蔬菜,0.6,3000.0,2400.0,6.25
F1,智慧大棚,2030,第二季,29,黄瓜,蔬菜,0.36666666666666664,13500.0,3850.0,8.4
F1,智慧大棚,2030,第二季,32,空心菜,蔬菜,0.23333333333333334,11000.0,5500.0,5.4
F2,智慧大棚,2030,第一季,19,芸豆,蔬菜（豆类）,0.6,3600.0,2400.0,6.5
F2,智慧大棚,2030,第二季,22,茄子,蔬菜,0.6,7200.0,2640.0,6.6
F3,智慧大棚,2030,第一季,21,西红柿,蔬菜,0.6,3000.0,2400.0,6.25
F3,智慧大棚,2030,第二季,22,茄子,蔬菜,0.506060606060606,7200.0,2640.0,6.6
F3,智慧大棚,2030,第二季,32,空心菜,蔬菜,0.09393939393939395,11000.0,5500.0,5.4
F4,智慧大棚,2030,第一季,21,西红柿,蔬菜,0.6,3000.0,2400.0,6.25
F4,智慧大棚,2030,第二季,29,黄瓜,蔬菜,0.6,13500.0,3850.0,8.4
